"TOTDAM","DEMANDED","TRIDAYS","BODINJ","DECORP","DEGOVT","YEAR","CLAIMTYPE","TOTALNOPL","TOTALNODE"
0,500000,5,1,0,0,4,1,2,1
0,1500000,5,1,0,0,3,3,2,2
13740,128000,4,1,0,0,4,1,2,1
35625,100000,3,1,0,0,5,1,1,1
30000,200000,4,1,0,0,5,1,1,1
0,30000,2,1,1,0,4,6,1,3
150000,200000,2,0,1,0,5,6,1,1
143916,92800,6,0,1,0,4,6,1,3
0,15000000,15,1,0,0,4,3,1,2
30600,122400,2,0,1,0,5,6,1,1
16798,147477,6,0,0,0,5,6,2,2
0,355000,5,1,0,1,5,2,3,1
20042,25000,11,0,1,0,5,6,1,1
214983,1000000,10,0,0,0,5,6,1,2
3563,2874,2,1,0,0,4,1,1,1
15000,250000,5,1,1,0,5,1,1,2
0,250000,4,0,1,0,5,4,1,1
0,1800000,6,1,0,0,3,3,1,2
62780,56505,5,0,0,0,4,6,1,2
17010,89600,9,0,1,0,4,4,1,3
0,270000,5,0,0,1,5,6,1,1
50000,50000,1,0,0,0,4,6,1,1
223724,750000,1,0,1,0,5,6,1,1
27000,37492,1,0,0,0,5,6,1,1
12000,14000,1,0,0,0,4,6,1,1
894389,872363,1,0,0,0,4,6,1,1
1206,161295,1,0,1,0,4,6,2,1
22901,51649,2,0,0,0,5,6,1,1
14386,167019,2,0,1,0,5,5,1,2
0,1786,1,0,0,0,5,6,1,1
0,19807,1,0,0,0,5,6,1,1
7405,67980,2,0,0,0,5,6,1,1
2201,1752,1,0,0,0,5,6,1,2
0,114334,1,0,1,0,5,4,1,2
65000,1635000,1,1,0,0,4,6,3,1
0,39202,1,0,1,0,4,6,1,3
57504,136124,4,0,1,0,4,6,1,1
1021,627,1,0,0,0,2,6,3,2
1500,16500,1,0,0,0,4,5,1,3
0,252289,5,0,1,0,4,6,1,1
25000,75000,2,0,1,0,5,6,1,1
0,100000,1,1,0,0,5,1,1,2
0,2260,1,0,0,0,6,5,1,1
1247615,300000,9,1,1,0,1,6,3,2
0,25000,5,1,0,0,5,1,1,2
3284,3199,1,0,0,0,5,6,1,2
5592,5592,2,0,0,0,5,6,1,1
0,15618,1,1,0,0,5,1,2,1
30000,105000,2,1,1,0,5,2,2,1
6800,31500,1,0,1,0,5,6,1,1
62740,153277,1,0,1,0,6,6,1,1
0,13311,1,0,0,1,5,6,1,1
0,77500,1,0,1,0,5,6,2,1
0,8334,1,0,0,0,5,5,1,2
737,4224,1,0,0,0,5,6,1,1
0,3116,1,0,1,0,5,6,1,2
0,6600,7,0,0,0,4,6,1,3
3592,9242,1,0,1,0,4,6,1,1
2115,2500,1,0,0,0,5,6,1,1
1000,1000,1,0,1,0,5,6,1,2
19156,19156,1,0,1,0,3,6,1,3
9819,4836,1,0,0,0,5,5,1,1
0,24721,1,0,1,0,4,6,1,3
1537,4265,1,0,0,0,4,6,1,2
2831,2870,1,0,0,0,4,6,1,1
0,18123,1,0,0,0,4,6,1,3
38354,52400,3,0,0,0,3,4,2,2
4500,25000,1,1,0,0,5,1,1,1
4800,4800,1,0,0,0,4,6,1,1
15948,15948,2,0,1,0,5,6,1,1
10000,11740,2,0,0,0,5,4,1,1
60000,75000,2,1,0,0,1,3,1,1
269055,1000000,6,1,0,0,4,3,1,1
74467,74467,3,0,1,0,3,6,1,1
8000,50000,1,1,0,0,5,1,1,1
35000,50000,3,1,1,0,4,2,1,1
9374,9374,1,0,0,0,4,6,1,2
0,20901,2,0,0,0,5,6,2,1
0,57750,2,1,0,0,5,1,1,1
0,5875000,6,1,1,0,3,6,3,3
0,22500000,5,0,1,0,5,6,1,3
0,1500000,4,1,1,0,5,1,1,3
0,50000,3,1,0,0,4,1,1,1
0,17000,2,1,0,0,4,1,1,1
0,150000,10,1,0,0,4,1,1,1
2323,17500,2,1,0,0,4,1,1,1
7318,37000,2,1,0,0,3,1,1,1
0,400000,9,0,1,0,2,4,1,2
117012,106000,1,0,1,0,5,6,1,1
7698,4799,1,0,1,0,5,6,1,1
77900,75400,1,0,0,0,5,6,1,1
73889,110000,3,0,1,0,4,6,1,1
15723,7102,1,0,1,0,4,6,1,3
32000,32000,1,0,0,0,5,6,1,1
22032,22232,1,0,1,0,5,6,1,2
177227,159572,2,0,1,0,5,6,1,1
33474,42474,1,0,0,0,5,6,1,1
25809,23508,1,0,0,0,6,6,1,1
0,59785,1,0,1,0,5,6,1,1
870,2322,1,0,0,0,6,6,1,1
13000,11550,1,0,1,0,5,6,1,2
96341,180000,1,0,0,0,5,6,1,1
205890,125000,4,0,1,0,3,6,1,2
208634,30000,2,1,1,0,4,1,1,2
22818,37139,7,0,0,0,4,6,1,1
0,20000,8,1,0,0,1,2,3,2
0,30000,7,1,0,0,4,3,1,2
0,311649,3,0,1,0,4,6,1,2
12000,1093000,5,1,1,0,4,1,3,2
0,10197,2,1,0,0,4,1,1,1
22771,50000,1,1,0,0,4,1,3,1
0,20000,1,0,0,0,4,4,1,2
0,7520,2,1,0,0,5,1,2,1
0,50000,2,0,1,0,5,6,1,1
159421,150000,2,0,1,0,5,6,1,1
19268,7028,1,1,0,0,4,1,1,1
23102,99087,2,1,1,0,1,1,3,3
0,8500000,5,0,0,0,5,6,1,1
11287,10664,1,0,0,0,5,6,1,1
49313,31160,1,0,1,0,5,6,1,1
22290,17000,2,0,1,0,5,6,2,1
0,4628,1,1,0,0,4,1,1,1
3570,50000,1,1,0,0,5,1,1,1
0,17500,1,1,0,0,3,1,2,1
0,188596,9,0,1,0,2,4,1,2
268138,130496,4,0,1,0,4,6,1,1
71807,240000,2,0,0,0,2,4,1,2
0,63500,2,1,0,0,4,1,1,1
0,50000,3,1,0,0,4,1,2,1
665450,50000,6,0,1,0,4,6,2,2
6300,121153,2,1,0,0,5,1,1,1
19454,50000,2,1,0,0,5,1,1,1
14542,260500,3,1,1,0,5,6,1,2
165710,14295,3,1,1,0,4,1,1,1
35270,10000,9,1,1,0,5,2,1,1
0,3245,1,1,0,0,4,1,1,1
764545,500000,1,0,1,0,1,6,1,1
17160,14160,1,0,0,0,5,6,1,1
0,48131,1,0,1,0,4,6,1,1
34250,29500,1,0,1,0,5,6,1,1
2250,2000,1,0,0,0,5,5,1,1
45694,43649,2,0,1,0,3,4,1,1
378719,307971,1,0,1,0,5,6,1,3
515019,95000,1,0,0,0,4,6,1,1
17006,15540,1,0,1,0,6,6,1,2
375000,197810,1,0,1,0,5,6,1,2
54014,46000,1,0,1,0,5,6,1,2
18517,50000,1,1,0,0,5,1,1,1
122719,50000,2,0,0,0,5,6,1,1
19000,15821,1,0,0,0,5,6,1,1
34882,24882,1,0,1,0,4,6,1,3
800000,30000000,25,1,1,1,1,6,3,3
0,2129,1,0,1,0,5,6,2,1
0,1000000,1,1,0,0,4,1,1,1
0,2000000,6,1,0,0,3,3,1,2
0,1000000,4,1,0,0,3,3,2,3
30000,50000,2,1,0,0,5,1,1,1
0,75000,1,1,0,0,5,1,1,1
0,75000,1,1,0,0,5,1,1,1
19000,252000,2,0,0,0,5,6,1,3
0,1000000,2,1,0,0,4,3,1,2
1500,15000,1,1,0,0,5,1,1,2
60000,1000075,7,0,1,0,5,3,1,2
10000,100000,2,1,1,0,5,6,1,2
0,250000,1,1,0,0,5,1,1,1
0,400000,2,1,0,0,5,3,1,2
3000,50000,2,1,1,0,5,1,1,2
47991,200000,2,0,1,0,5,6,1,1
0,100000,1,1,1,0,5,2,1,2
0,15054,1,1,1,0,5,1,1,2
10000,100000,2,1,0,0,5,1,1,1
70000,3526822,4,0,1,0,6,6,2,3
202423,200000,4,0,1,1,6,6,2,2
0,75000,3,1,1,0,6,1,1,2
0,100000,1,1,0,0,6,1,1,1
1500,50000,1,1,1,0,6,2,1,3
0,100000,1,1,0,0,6,6,1,1
14000,50000,2,1,0,0,5,1,1,1
460000,400000,2,1,1,0,6,1,1,2
0,100000,1,1,0,0,6,6,1,1
0,1000000,3,1,0,0,6,3,2,1
0,500000,2,0,1,0,6,6,1,1
0,30000,2,0,1,0,6,6,1,1
0,154050,2,0,1,0,4,6,2,2
1875,50000,1,1,0,0,4,1,1,1
0,75000,5,0,0,0,5,4,1,1
300000,300000,2,1,1,0,5,1,1,2
0,1500000,3,1,0,0,5,3,1,1
18063,45000,1,1,0,0,5,1,1,1
20000,4000000,2,1,0,0,5,1,1,1
108800,175000,1,1,1,0,5,1,1,2
0,250000,1,1,0,0,5,1,1,1
225,125000,1,1,0,0,5,1,1,1
0,25000,1,1,0,0,5,1,1,1
0,15000,1,1,0,0,5,1,3,2
11000,8500,1,1,0,0,5,1,1,1
0,3500000,6,0,1,0,5,3,1,1
8000,25000,1,1,0,0,5,1,1,1
0,500000,3,1,0,0,5,1,1,1
0,50000,1,1,0,0,5,1,1,1
984777,10000000,3,1,0,0,5,3,3,1
30000,600000,4,1,0,0,5,1,1,1
0,15000,1,1,0,0,5,1,1,1
0,250000,1,1,0,0,5,6,1,1
150000,500000,2,1,0,0,5,1,1,2
2500,500000,1,1,0,0,5,1,1,1
2005,250000,1,1,0,0,5,1,1,2
50000,500000,1,1,0,0,5,1,1,1
0,250000,2,1,0,0,5,1,1,1
3031,250000,1,1,0,0,4,1,1,1
2163,15000,1,1,0,0,5,1,1,1
1700,50000,1,1,0,0,5,1,1,1
0,250000,1,1,0,0,5,1,1,1
0,25000,1,0,0,0,5,6,1,1
16000,500000,2,1,0,0,5,1,1,1
0,15000,2,1,0,0,5,1,2,1
0,150000,1,1,0,0,5,1,1,1
17536,100000,1,1,0,0,5,1,1,1
0,200000,2,1,0,0,5,1,1,1
1500,30000,1,1,0,0,5,1,1,2
5000,150000,1,1,0,0,5,1,1,1
0,600000,2,1,0,0,5,1,1,1
7940,50000,1,1,0,0,5,1,1,1
0,150000,2,1,0,0,5,6,1,1
6500,25000,1,1,0,0,5,1,1,1
2657,50000,1,1,1,0,5,2,1,1
0,25359043,3,1,1,0,5,2,1,3
6654,50000,1,1,0,0,5,1,1,2
10000,250000,1,1,0,0,5,1,1,1
0,150000,2,1,0,0,5,1,1,1
80000,200000,3,1,0,0,5,1,1,1
10000,150000,2,1,0,0,5,1,1,1
0,50000,2,1,0,0,5,1,1,1
0,250000,1,1,1,0,5,2,1,1
4100,40000,1,1,0,0,5,1,1,1
5000,250000,1,1,0,0,5,1,1,1
600000,1000000,5,1,0,0,5,3,1,1
0,100000000,8,1,0,0,5,3,1,3
17520,40141,1,0,0,0,5,6,1,2
2500,250000,2,1,0,0,5,1,1,1
0,1000000,2,1,1,0,5,6,1,2
29000,1000000,3,1,0,0,5,1,1,1
0,300000,1,1,0,0,5,1,1,1
10000,250000,1,1,0,0,4,1,1,1
0,2930,1,0,1,0,5,6,2,1
500000,1000000,3,1,0,0,5,6,1,1
0,50000,1,1,0,0,5,1,1,1
13900,150000,2,1,0,0,5,1,1,1
165000,450000,1,1,0,0,5,1,1,2
262407,750000,4,0,1,0,5,6,3,1
41460,300000,2,1,0,0,5,1,1,1
583600,733800,3,0,1,0,5,4,1,2
0,35000,1,1,0,0,5,1,1,1
0,80000,1,1,0,0,5,1,1,1
1318,57962,1,0,0,0,5,6,1,1
1650,250000,1,0,1,0,5,3,1,1
64725,60000,2,0,0,0,5,6,1,1
6700,75000,1,1,0,0,5,1,1,1
0,49951,2,0,1,0,5,4,1,1
442,200000,1,1,0,0,5,1,1,1
0,50000,2,1,0,0,5,1,1,1
11000,25000,1,1,0,0,5,1,1,1
4000,422000,1,1,0,0,5,1,1,1
500000,13900000,5,0,1,0,5,6,1,2
0,1000000,2,1,1,0,5,1,1,2
15000,350000,2,1,0,0,5,1,1,1
0,2570,1,0,1,0,5,6,1,1
8280,8280,1,0,0,0,5,5,1,1
0,73413,2,0,1,0,5,6,2,1
412000,1000000,5,1,0,0,5,3,1,1
7500,60000,1,0,1,0,5,6,1,2
7500,250000,2,1,0,0,5,1,1,1
10145,37500,1,1,0,0,6,6,1,1
0,850000,2,1,1,0,5,2,1,2
4680,200000,1,1,0,0,5,1,2,1
18675,78084,4,0,0,0,6,4,1,2
1250,100000,1,1,0,0,6,6,2,2
0,24000,1,0,0,0,6,4,1,1
9728,7728,1,0,0,0,6,6,1,1
0,7000,1,1,0,0,6,1,1,1
0,148000,2,0,1,0,6,6,1,1
12500,75000,1,1,1,0,6,6,1,1
0,5000000,4,1,0,0,4,3,2,1
0,1000000,5,1,0,0,2,3,1,2
0,10350000,4,0,0,0,5,6,1,1
1985156,1150000,6,0,1,0,4,4,2,2
16500,1000000,3,1,0,0,4,1,1,1
300000,1000000,3,1,0,0,4,3,1,2
8993,50000,1,1,0,0,4,1,1,1
10700,3000000,6,1,0,0,4,1,1,1
0,99902,2,0,1,0,4,4,1,1
10000,50000,1,1,0,0,4,1,1,1
58400,242000,1,1,0,0,4,1,1,1
55000,400000,1,1,1,0,4,2,1,2
0,850000,2,1,0,0,4,1,1,1
0,500000,2,1,0,0,4,1,1,1
0,5000000,7,1,0,0,4,3,1,3
0,42734,2,0,1,0,5,3,1,2
0,1000000,2,1,0,0,5,1,2,1
95290,450000,1,1,0,0,5,6,1,2
5860,15000,1,1,0,0,5,1,2,1
35000,350000,2,1,0,0,5,1,1,1
3000,200000,1,1,0,0,5,1,1,1
60000,500000,2,1,1,0,5,2,1,1
6300,15000,1,1,0,0,5,1,1,1
0,50000,2,1,0,0,5,1,1,1
10000,49000,1,1,0,0,5,1,1,1
0,150000,1,1,0,0,4,1,1,1
0,2000000,4,1,0,0,5,3,1,3
1385000,250000,6,1,1,0,5,2,1,1
0,1000000,3,0,0,0,5,6,1,2
15900,15900,2,0,0,0,5,4,1,2
35000,300000,2,1,0,0,5,1,1,1
0,500000,1,1,0,0,5,1,1,1
515000,1064000,4,1,0,0,5,6,1,1
71500,100000,1,1,0,0,4,1,1,1
27000,850000,2,0,1,0,5,6,1,1
40255,37000,2,0,1,0,5,6,1,1
331110,331330,1,0,1,0,5,6,1,2
28106,23776,2,0,1,0,5,6,2,2
0,47162,1,0,1,0,5,5,1,1
42194,100000,1,0,1,0,5,6,1,1
15030,15000,1,0,1,0,5,6,1,1
155448,1904516,2,0,1,0,5,6,1,1
9936,9936,1,0,1,0,5,6,1,2
215494,500000,1,0,0,0,5,6,1,1
8825,8101,1,0,0,0,5,6,1,1
25000,125000,1,0,0,0,5,6,1,1
13678,30423,1,0,0,0,5,6,1,1
29027,39022,1,0,1,0,5,6,1,1
12080,14000,1,0,1,0,5,6,2,2
24000,18000,2,0,0,0,6,6,1,1
13076,15000,1,0,0,0,6,6,1,1
0,8753,1,0,0,0,5,6,2,1
69930,100000,1,0,0,0,5,4,1,1
5219,25000,1,0,1,0,5,5,1,1
30321,40726,1,0,0,0,5,6,1,1
11608,16917,1,0,1,0,4,6,1,1
136987,163942,1,0,1,0,5,6,1,1
43786,32840,1,0,1,0,6,6,1,1
0,6572,1,0,0,0,5,6,1,2
95673,95823,1,0,1,0,5,6,1,1
43609,90458,1,0,1,0,6,5,1,1
0,1974,1,0,0,0,5,4,1,1
2300,2300,1,0,0,0,5,6,1,1
2070,2070,1,0,1,0,5,6,1,1
56540,396540,2,0,0,0,5,6,1,1
15000,15000,1,0,1,0,5,6,1,1
978,978,1,0,0,0,5,6,1,1
0,3230,1,0,1,0,5,6,1,1
18000,15000,1,0,1,0,5,6,1,1
82186,82186,1,0,1,0,5,6,1,1
0,30000,1,0,1,0,5,4,1,2
32976,33845,1,0,0,0,5,6,1,1
211019,210823,1,0,1,0,5,6,1,1
9484,15000,1,0,0,0,5,6,2,2
0,850,1,0,0,0,5,6,1,1
0,10000,1,0,1,0,5,4,1,1
0,48425,1,0,1,0,5,6,1,1
25,1000,1,0,0,0,5,6,1,2
500,1489,1,0,1,0,5,6,1,1
1240,400,1,0,1,0,5,6,1,1
1750,1000,1,0,0,0,5,6,1,1
313313,313093,1,0,1,0,5,6,1,2
0,60000,5,0,0,0,5,6,1,2
86612,65122,1,0,1,0,5,6,1,1
38580,28442,1,0,1,0,6,6,1,3
0,745,1,0,0,0,5,5,1,1
1139,3222,2,0,0,0,5,6,1,1
3665,3665,1,0,0,0,5,6,1,1
719,1275,1,0,0,0,5,5,1,2
1500,5000,2,0,1,0,5,6,1,1
1200,1500,1,0,0,0,5,5,1,1
802,802,1,0,0,0,6,5,1,1
2630,10000,1,0,1,0,5,6,1,1
783,753,1,0,1,0,6,4,2,1
184,1122,1,0,0,0,6,5,1,1
12000,100000,1,1,0,0,5,6,1,1
4716,4633,1,0,1,0,5,6,1,1
347495,1319225,2,0,0,0,5,4,1,1
0,574485,2,0,1,0,4,4,1,3
0,2185,1,0,0,0,6,5,1,1
57520,50000,1,0,1,0,6,6,1,1
221871,176852,1,0,1,0,6,6,1,2
500,803,1,0,0,0,6,5,3,3
3550,3520,1,0,1,0,6,5,1,1
0,628,1,0,0,0,6,6,1,1
653920,4275000,7,0,0,0,5,4,1,1
1000288,40000000,1,1,0,0,5,1,1,2
3060000,2000000,12,0,1,0,4,6,1,1
5101830,10000000,30,1,1,0,2,6,1,2
8183,8141,5,0,0,0,4,6,1,2
0,500000,4,1,0,0,3,1,2,2
0,649759,5,1,1,0,2,6,3,1
19343,212350,3,0,1,0,4,6,3,3
10084,19988,1,0,1,0,4,6,2,2
14984,135000,4,0,1,0,4,6,3,2
11620,15048,4,0,1,0,4,6,2,3
110000,240000,5,0,1,0,4,6,2,3
0,100000,2,0,0,0,4,6,1,2
500,21854,1,0,1,0,5,6,2,1
8600,8100,1,0,0,0,5,6,1,1
20569,14789,1,0,0,0,5,6,1,2
0,9601,1,0,0,0,5,6,1,1
0,15000,1,0,1,0,5,6,1,1
10157,3963,1,0,0,0,5,6,1,2
15000,22000,6,0,0,0,5,6,1,2
4522,6870,2,0,1,0,5,6,1,1
806822,750000,5,0,1,0,5,6,1,3
62264,48000,3,0,0,0,5,4,2,2
61788,322500,7,0,1,0,5,6,1,3
42431,26822,5,0,1,0,3,6,1,3
0,18000,3,0,0,0,4,6,1,2
18066,35000,4,0,1,0,4,6,3,2
1220,1070,1,0,0,0,4,5,2,1
20950,14300,2,0,0,0,6,5,1,2
0,9408,2,0,1,0,6,5,2,1
1045,1198,1,0,0,0,6,5,1,1
0,350,1,0,0,0,6,5,1,2
2421,7000,1,0,1,0,6,5,1,3
1674,1497,1,0,0,0,5,5,1,1
1328,250,1,0,0,0,6,5,1,2
0,867,1,0,0,0,5,5,2,1
14518,20500,1,0,0,0,6,6,1,1
4533,5554,3,1,1,0,5,1,2,2
1435,1435,2,1,1,0,6,1,1,2
0,1000,2,1,0,1,4,1,3,1
26885,4458,2,1,1,0,4,1,3,2
26000,35752,3,1,1,0,4,1,2,2
17750,68000,2,1,1,0,5,1,3,2
0,3050,2,1,1,0,5,1,2,3
0,2825,3,1,1,0,5,1,2,3
0,15000,1,1,1,0,5,1,1,3
13703,13703,3,1,1,0,5,1,2,3
26331,9331,4,1,1,0,5,1,3,2
7812,4812,3,1,1,0,5,1,1,3
0,5397,2,1,1,0,5,1,1,3
2714,1764,2,1,1,0,5,1,1,2
2500,4480,3,1,1,0,4,1,2,2
0,22148,2,1,1,1,4,1,1,3
324207,445000,10,1,1,0,4,2,1,3
10000,10567,3,1,1,0,4,6,2,2
36007,26007,2,1,1,1,4,2,1,3
1850,15402,3,1,1,0,5,1,3,2
2500,465684,3,1,1,0,5,1,3,3
2250000,1450000,5,1,1,0,5,1,3,3
1408,8487,3,1,1,0,5,1,2,3
13712,11613,3,1,1,0,4,1,2,3
935,11937,4,1,1,0,4,1,2,2
9741,6232,1,1,1,1,5,2,1,3
50000,80121,3,1,1,0,4,2,2,2
425995,25995,4,1,1,1,4,3,2,3
0,50000,5,1,1,1,4,6,2,3
43942,28013,3,0,1,0,4,6,1,1
0,8640,5,1,1,1,4,3,1,3
35000,18904,4,1,1,0,4,2,3,3
2800,75000,3,1,1,0,4,2,3,3
0,209229,11,0,1,0,4,5,2,3
9288,3783,4,1,1,1,4,2,3,3
72608,11834,3,1,1,0,4,2,3,3
30737,30737,3,1,0,1,4,2,3,2
10985,19254,4,1,1,0,4,2,2,3
20000,32443,4,1,1,0,3,2,2,2
1409857,907983,7,1,1,0,3,2,2,3
0,14096,2,1,1,0,4,1,2,2
0,53731,2,1,1,0,4,1,3,3
28367,5867,2,1,1,0,5,1,3,3
7540,9677,2,1,1,0,4,1,1,2
0,8774,3,1,1,0,4,1,3,2
0,1967,3,1,1,0,4,1,3,3
167862,17862,2,1,1,0,4,1,3,2
7200,7825,2,1,1,0,4,1,2,3
23050,13000,2,1,1,0,4,1,2,2
30438,6820,3,1,1,0,4,1,2,2
0,12627,2,1,1,0,4,1,1,3
15300,10000,4,0,1,0,4,6,3,1
2235,4952,2,0,1,0,4,6,3,1
29333,4401,2,1,1,0,4,1,3,3
25000,75000,2,1,0,0,4,3,2,1
0,3525,2,1,1,0,5,2,3,2
5096,6759,3,1,1,0,5,2,1,3
29203,30962,2,1,1,0,5,2,3,2
3700,3050,2,1,1,0,5,1,2,2
0,10653,2,1,1,0,4,2,1,3
1162,1162,2,1,1,1,5,1,2,2
1600662,555381,4,1,1,0,4,6,3,2
12673,13203,4,1,1,0,5,1,3,2
150000,55392,5,1,1,0,4,2,3,2
126500,350000,5,1,1,1,4,3,1,3
8000,15000,2,0,1,0,5,5,2,3
16000,16407,3,1,1,0,3,2,1,3
1551,8289,2,1,1,0,5,2,2,3
0,8629,1,1,1,0,4,1,1,2
7764,3764,1,1,1,0,4,1,1,2
6914,19400,1,0,1,0,5,6,1,2
611,11183,1,0,1,0,5,4,1,1
36144,4670,1,1,0,0,5,6,1,1
0,5085,2,1,1,0,3,1,2,3
176919,41276,4,1,1,0,4,1,1,3
10591,5600,3,1,0,0,4,1,1,2
5000,36585,2,1,0,1,5,3,2,2
0,9584,1,1,0,1,4,2,2,2
21276,20000,1,0,0,0,5,6,1,1
33430,33180,2,0,0,0,5,6,1,1
2455,4565,1,0,0,0,6,5,1,2
4103,6074,2,0,0,0,6,5,1,2
149807,50000,3,0,0,0,5,6,1,1
0,10000,1,0,0,0,5,5,1,1
0,1877,1,1,1,0,5,1,1,2
78538,78247,1,0,1,0,5,6,1,2
27758,10317,6,0,1,0,5,6,1,3
5600,7260,3,0,0,0,5,4,1,1
0,1500,2,0,1,0,5,6,1,3
47785,7727,3,1,1,0,4,1,2,2
369603,369603,5,0,1,0,4,5,1,1
6929,49500,1,0,0,0,4,6,2,1
12600,1160000,3,0,1,0,4,6,2,2
0,94600,1,0,1,0,4,6,1,2
0,8000,1,0,0,0,5,5,1,1
4571,4250,2,0,1,0,5,6,1,1
13027,17500,1,0,0,0,5,6,1,1
4694,4932,1,0,0,0,5,6,1,1
0,27438,3,0,0,0,5,4,1,2
18488,15671,2,0,1,0,5,6,1,1
16040,10000,1,1,0,0,5,1,1,1
19947,21747,2,0,0,0,5,6,1,1
0,23913,4,0,1,0,4,6,1,1
27683,23507,3,1,1,0,4,1,1,2
70905,70905,1,0,1,0,5,6,1,1
0,60000,1,1,1,0,3,2,1,1
0,179329,2,0,1,0,5,6,1,3
8166,49999,2,1,0,0,5,1,1,1
5661,2260,2,1,0,0,5,1,1,1
766,50000,2,1,0,0,5,1,1,1
0,50000,2,1,0,0,5,1,1,1
0,31932,3,0,1,0,4,6,1,1
0,35000,2,0,1,0,4,6,1,1
0,50000,6,1,0,0,3,1,1,1
0,108141,4,1,0,0,3,1,2,1
7375,17500,4,1,0,0,3,1,1,1
0,350000,2,1,0,0,3,1,1,1
31403,350000,3,0,1,0,4,6,1,1
0,50000,1,1,0,0,4,1,1,1
115388,25000,4,0,0,0,1,6,1,1
4307,25000,1,0,1,0,5,6,1,1
1941,40000,2,1,0,0,5,1,2,1
0,500000,1,0,1,0,4,6,2,3
0,42245,1,1,0,0,5,1,1,2
11760,17640,1,0,1,0,4,5,1,1
7500,21500,1,0,0,0,5,6,3,2
91260,85291,1,0,1,0,1,5,1,1
10996,10122,1,0,0,0,4,6,1,1
26700,50000,1,1,1,0,4,1,3,2
2713,35000,1,1,0,0,4,1,1,1
20251,50000,1,1,1,0,4,2,2,2
0,17650,1,0,1,0,3,6,1,2
45225,44000,1,0,0,0,6,6,1,2
0,4000,1,0,0,0,4,6,2,1
988927,1500000,1,0,1,0,6,5,1,3
73336,64495,1,0,0,0,6,6,1,2
32414,22264,2,0,0,0,5,6,2,1
14329,13329,1,0,0,0,5,6,1,1
6697,5300,1,0,1,0,5,6,1,1
11457,9757,1,0,0,0,5,6,1,1
9901,5000,1,0,1,0,5,6,1,1
17000,31000,1,0,1,0,6,6,1,1
12234,10832,1,0,0,0,6,6,1,1
77785,50000,4,1,0,0,5,1,3,1
2200,15600,1,0,1,0,4,4,2,2
0,10000,1,0,0,0,3,6,2,3
11423,13000,1,0,0,0,3,6,1,1
29878,60000,1,0,1,0,3,4,1,1
4240,7500,2,0,0,0,4,6,1,1
0,1000000,1,1,0,0,1,3,1,1
